Count of Customer.ID,Column Labels,,,,
Eric Hoffmann,-$23.57,,,,
EH-139452,$831.56,,,,
Eric Hoffmann,$831.56,,,,
EH-139453,$689.56,,,,
Eric Hoffmann,$689.56,,,,
EH-139454,$53.54,,,,
Eric Hoffmann,$53.54,,,,
EH-139901,"$1,193.61",,,,
Erica Hackney,"$1,193.61",,,,
EH-139902,$98.81,,,,
Erica Hackney,$98.81,,,,
EH-139903,$109.52,,,,
Erica Hackney,$109.52,,,,
EH-139904,$150.38,,,,
Erica Hackney,$150.38,,,,
EH-140051,$210.89,,,,
Erica Hernandez,$210.89,,,,
EH-140052,-$320.01,,,,
Erica Hernandez,-$320.01,,,,
EH-140053,$488.91,,,,
Erica Hernandez,$488.91,,,,
EH-140054,-$94.14,,,,
Erica Hernandez,-$94.14,,,,
EH-141251,$228.41,,,,
Eugene Hildebrand,$228.41,,,,
EH-141252,"$1,334.69",,,,
Eugene Hildebrand,"$1,334.69",,,,
EH-141253,$446.52,,,,
Eugene Hildebrand,$446.52,,,,
EH-141254,$96.27,,,,
Eugene Hildebrand,$96.27,,,,
EH-141851,$327.99,,,,
Evan Henry,$327.99,,,,
EH-141852,$252.10,,,,
Evan Henry,$252.10,,,,
EH-141853,$419.69,,,,
Evan Henry,$419.69,,,,
EH-141854,$242.11,,,,
Evan Henry,$242.11,,,,
EH-37651,-$589.54,,,,
Edward Hooks,-$589.54,,,,
EH-37652,-$425.23,,,,
Edward Hooks,-$425.23,,,,
EH-39451,$313.98,,,,
Eric Hoffmann,$313.98,,,,
EH-39452,$35.58,,,,
Eric Hoffmann,$35.58,,,,
EH-39453,$349.41,,,,
Eric Hoffmann,$349.41,,,,
EH-39901,$21.26,,,,
Erica Hackney,$21.26,,,,
EH-39902,-$16.66,,,,
Erica Hackney,-$16.66,,,,
EH-40051,$219.17,,,,
Erica Hernandez,$219.17,,,,
EH-40052,$289.83,,,,
Erica Hernandez,$289.83,,,,
EH-41251,$60.58,,,,
Eugene Hildebrand,$60.58,,,,
EH-41252,-$506.14,,,,
Eugene Hildebrand,-$506.14,,,,
EH-41851,$553.74,,,,
Evan Henry,$553.74,,,,
EH-41852,$485.88,,,,
Evan Henry,$485.88,,,,
EJ-137201,$285.10,,,,
Ed Jacobs,$285.10,,,,
EJ-137202,$52.14,,,,
Ed Jacobs,$52.14,,,,
EJ-137203,$288.68,,,,
Ed Jacobs,$288.68,,,,
EJ-137204,$387.02,,,,
Ed Jacobs,$387.02,,,,
EJ-141551,$716.70,,,,
Eva Jacobs,$716.70,,,,
EJ-141552,$184.51,,,,
Eva Jacobs,$184.51,,,,
EJ-141553,$622.03,,,,
Eva Jacobs,$622.03,,,,
EJ-141554,$451.88,,,,
Eva Jacobs,$451.88,,,,
EJ-37201,$107.69,,,,
Ed Jacobs,$107.69,,,,
EJ-37202,$89.31,,,,
Ed Jacobs,$89.31,,,,
EJ-41551,$681.69,,,,
Eva Jacobs,$681.69,,,,
EJ-41552,$137.76,,,,
Eva Jacobs,$137.76,,,,
EK-137951,-$107.53,,,,
Eileen Kiefer,-$107.53,,,,
EK-137952,$577.24,,,,
Eileen Kiefer,$577.24,,,,
EK-137953,$26.32,,,,
Eileen Kiefer,$26.32,,,,
EK-137954,$97.11,,,,
Eileen Kiefer,$97.11,,,,
EK-37951,$12.66,,,,
Eileen Kiefer,$12.66,,,,
EK-37952,$159.69,,,,
Eileen Kiefer,$159.69,,,,
EL-137351,$173.91,,,,
Ed Ludwig,$173.91,,,,
EL-137352,$625.61,,,,
Ed Ludwig,$625.61,,,,
EL-137353,$315.96,,,,
Ed Ludwig,$315.96,,,,
EL-137354,$27.12,,,,
Ed Ludwig,$27.12,,,,
EL-37351,-$575.84,,,,
Ed Ludwig,-$575.84,,,,
EL-37352,$588.78,,,,
Ed Ludwig,$588.78,,,,
EM-138101,"$1,091.96",,,,
Eleni McCrary,"$1,091.96",,,,
EM-138102,$145.58,,,,
Eleni McCrary,$145.58,,,,
EM-138103,$561.08,,,,
Eleni McCrary,$561.08,,,,
EM-138104,-$133.83,,,,
Eleni McCrary,-$133.83,,,,
EM-138251,$678.56,,,,
Elizabeth Moffitt,$678.56,,,,
EM-138252,$607.16,,,,
Elizabeth Moffitt,$607.16,,,,
EM-138253,$49.87,,,,
Elizabeth Moffitt,$49.87,,,,
EM-138254,$682.55,,,,
Elizabeth Moffitt,$682.55,,,,
EM-139601,"$2,056.65",,,,
Eric Murdock,"$2,056.65",,,,
EM-139602,-$482.16,,,,
Eric Murdock,-$482.16,,,,
EM-139603,$917.16,,,,
Eric Murdock,$917.16,,,,
EM-139604,$102.30,,,,
Eric Murdock,$102.30,,,,
EM-140651,$601.50,,,,
Erin Mull,$601.50,,,,
EM-140652,"$1,837.33",,,,
Erin Mull,"$1,837.33",,,,
EM-140653,$538.75,,,,
Erin Mull,$538.75,,,,
EM-140654,$40.15,,,,
Erin Mull,$40.15,,,,
EM-140951,-$419.56,,,,
Eudokia Martin,-$419.56,,,,
EM-140952,"$1,582.48",,,,
Eudokia Martin,"$1,582.48",,,,
EM-140953,$281.79,,,,
Eudokia Martin,$281.79,,,,
EM-140954,$240.24,,,,
Eudokia Martin,$240.24,,,,
EM-141401,"$1,930.61",,,,
Eugene Moren,"$1,930.61",,,,
EM-141402,$92.61,,,,
Eugene Moren,$92.61,,,,
EM-141403,$340.53,,,,
Eugene Moren,$340.53,,,,
EM-141404,"$1,319.37",,,,
Eugene Moren,"$1,319.37",,,,
EM-142001,"$1,667.80",,,,
Evan Minnotte,"$1,667.80",,,,
EM-142002,$858.03,,,,
Evan Minnotte,$858.03,,,,
EM-142003,$590.74,,,,
Evan Minnotte,$590.74,,,,
EM-142004,$21.77,,,,
Evan Minnotte,$21.77,,,,
EM-38101,-$74.36,,,,
Eleni McCrary,-$74.36,,,,
EM-38102,$306.93,,,,
Eleni McCrary,$306.93,,,,
EM-38251,-$33.92,,,,
Elizabeth Moffitt,-$33.92,,,,
EM-38252,$0.24,,,,
Elizabeth Moffitt,$0.24,,,,
EM-38253,$3.61,,,,
Elizabeth Moffitt,$3.61,,,,
EM-39601,$397.97,,,,
Eric Murdock,$397.97,,,,
EM-39602,$18.00,,,,
Eric Murdock,$18.00,,,,
EM-39603,$296.10,,,,
Eric Murdock,$296.10,,,,
EM-40651,$612.51,,,,
Erin Mull,$612.51,,,,
EM-40652,$43.68,,,,
Erin Mull,$43.68,,,,
EM-40653,$265.54,,,,
Erin Mull,$265.54,,,,
EM-40951,$311.79,,,,
Eudokia Martin,$311.79,,,,
EM-40952,$23.16,,,,
Eudokia Martin,$23.16,,,,
EM-40953,-$255.12,,,,
Eudokia Martin,-$255.12,,,,
EM-41401,$75.47,,,,
Eugene Moren,$75.47,,,,
EM-41402,-$134.34,,,,
Eugene Moren,-$134.34,,,,
EM-42001,$435.15,,,,
Evan Minnotte,$435.15,,,,
EM-42002,$73.97,,,,
Evan Minnotte,$73.97,,,,
EN-137801,-$56.81,,,,
Edward Nazzal,-$56.81,,,,
EN-137802,$125.48,,,,
Edward Nazzal,$125.48,,,,
EN-137803,-$86.25,,,,
Edward Nazzal,-$86.25,,,,
EN-137804,$496.11,,,,
Edward Nazzal,$496.11,,,,
EN-37801,-$26.00,,,,
Edward Nazzal,-$26.00,,,,
EN-37802,-$214.84,,,,
Edward Nazzal,-$214.84,,,,
EP-139151,"$1,137.38",,,,
Emily Phan,"$1,137.38",,,,
EP-139152,$171.19,,,,
Emily Phan,$171.19,,,,
EP-139153,$706.06,,,,
Emily Phan,$706.06,,,,
EP-139154,$144.96,,,,
Emily Phan,$144.96,,,,
EP-39151,$89.46,,,,
Emily Phan,$89.46,,,,
EP-39152,-$145.08,,,,
Emily Phan,-$145.08,,,,
ER-138551,-$697.87,,,,
Elpida Rittenbach,-$697.87,,,,
ER-138552,"$2,899.81",,,,
Elpida Rittenbach,"$2,899.81",,,,
ER-138553,$305.89,,,,
Elpida Rittenbach,$305.89,,,,
ER-138554,-$295.74,,,,
Elpida Rittenbach,-$295.74,,,,
ER-38551,$152.79,,,,
Elpida Rittenbach,$152.79,,,,
ER-38552,$220.84,,,,
Elpida Rittenbach,$220.84,,,,
ES-140201,$54.93,,,,
Erica Smith,$54.93,,,,
ES-140202,"$1,337.32",,,,
Erica Smith,"$1,337.32",,,,
ES-140203,$365.85,,,,
Erica Smith,$365.85,,,,
ES-140204,"$1,003.29",,,,
Erica Smith,"$1,003.29",,,,
ES-140801,$239.05,,,,
Erin Smith,$239.05,,,,
ES-140802,$161.22,,,,
Erin Smith,$161.22,,,,
ES-140803,"$1,278.25",,,,
Erin Smith,"$1,278.25",,,,
ES-140804,$246.67,,,,
Erin Smith,$246.67,,,,
ES-40201,-$70.75,,,,
Erica Smith,-$70.75,,,,
ES-40202,$271.98,,,,
Erica Smith,$271.98,,,,
ES-40203,$164.75,,,,
Erica Smith,$164.75,,,,
ES-40801,$300.24,,,,
Erin Smith,$300.24,,,,
ES-40802,-$50.14,,,,
Erin Smith,-$50.14,,,,
FA-142301,$194.17,,,,
Frank Atkinson,$194.17,,,,
FA-142302,$309.51,,,,
Frank Atkinson,$309.51,,,,
FA-142303,$221.06,,,,
Frank Atkinson,$221.06,,,,
FA-142304,$520.52,,,,
Frank Atkinson,$520.52,,,,
FA-42301,$6.73,,,,
Frank Atkinson,$6.73,,,,
FA-42302,$244.20,,,,
Frank Atkinson,$244.20,,,,
FC-142451,$651.02,,,,
Frank Carlisle,$651.02,,,,
FC-142452,$213.60,,,,
Frank Carlisle,$213.60,,,,
FC-142453,$410.54,,,,
Frank Carlisle,$410.54,,,,
FC-142454,"$1,217.17",,,,
Frank Carlisle,"$1,217.17",,,,
FC-143351,$266.34,,,,
Fred Chung,$266.34,,,,
FC-143352,$186.29,,,,
Fred Chung,$186.29,,,,
FC-143353,$163.00,,,,
Fred Chung,$163.00,,,,
FC-143354,$714.29,,,,
Fred Chung,$714.29,,,,
FC-42451,$109.11,,,,
Frank Carlisle,$109.11,,,,
FC-42452,$179.36,,,,
Frank Carlisle,$179.36,,,,
FC-43351,$29.58,,,,
Fred Chung,$29.58,,,,
FC-43352,$137.19,,,,
Fred Chung,$137.19,,,,
FG-142601,$236.72,,,,
Frank Gastineau,$236.72,,,,
FG-142602,$538.89,,,,
Frank Gastineau,$538.89,,,,
FG-142603,-$12.29,,,,
Frank Gastineau,-$12.29,,,,
FG-142604,$394.74,,,,
Frank Gastineau,$394.74,,,,
FG-42601,-$41.84,,,,
Frank Gastineau,-$41.84,,,,
FG-42602,$10.80,,,,
Frank Gastineau,$10.80,,,,
FG-42603,-$92.90,,,,
Frank Gastineau,-$92.90,,,,
FH-142751,"$2,082.55",,,,
Frank Hawley,"$2,082.55",,,,
FH-142752,$504.34,,,,
Frank Hawley,$504.34,,,,
FH-142753,-$120.74,,,,
Frank Hawley,-$120.74,,,,
FH-142754,"$1,073.27",,,,
Frank Hawley,"$1,073.27",,,,
FH-143501,$767.00,,,,
Fred Harton,$767.00,,,,
FH-143502,$964.64,,,,
Fred Harton,$964.64,,,,
FH-143503,$521.94,,,,
Fred Harton,$521.94,,,,
FH-143504,$706.29,,,,
Fred Harton,$706.29,,,,
FH-143651,$152.21,,,,
Fred Hopkins,$152.21,,,,
FH-143652,$794.18,,,,
Fred Hopkins,$794.18,,,,
FH-143653,"$1,105.25",,,,
Fred Hopkins,"$1,105.25",,,,
FH-143654,"$2,050.28",,,,
Fred Hopkins,"$2,050.28",,,,
FH-42751,$6.81,,,,
Frank Hawley,$6.81,,,,
FH-42752,$1.34,,,,
Frank Hawley,$1.34,,,,
FH-43501,-$10.23,,,,
Fred Harton,-$10.23,,,,
FH-43502,-$61.60,,,,
Fred Harton,-$61.60,,,,
FH-43651,$22.95,,,,
Fred Hopkins,$22.95,,,,
FH-43652,$484.43,,,,
Fred Hopkins,$484.43,,,,
FM-142151,$41.92,,,,
Filia McAdams,$41.92,,,,
FM-142152,$596.91,,,,
Filia McAdams,$596.91,,,,
FM-142153,$112.46,,,,
Filia McAdams,$112.46,,,,
FM-142154,$249.68,,,,
Filia McAdams,$249.68,,,,
FM-142901,$580.52,,,,
Frank Merwin,$580.52,,,,
FM-142902,$90.27,,,,
Frank Merwin,$90.27,,,,
FM-142903,"$1,322.69",,,,
Frank Merwin,"$1,322.69",,,,
FM-142904,$198.11,,,,
Frank Merwin,$198.11,,,,
FM-143801,$844.82,,,,
Fred McMath,$844.82,,,,
FM-143802,$248.56,,,,
Fred McMath,$248.56,,,,
FM-143803,$176.23,,,,
Fred McMath,$176.23,,,,
FM-143804,$191.49,,,,
Fred McMath,$191.49,,,,
FM-42151,$313.62,,,,
Filia McAdams,$313.62,,,,
FM-42152,$79.43,,,,
Filia McAdams,$79.43,,,,
FM-42901,$21.33,,,,
Frank Merwin,$21.33,,,,
FM-42902,$388.38,,,,
Frank Merwin,$388.38,,,,
FM-43801,-$67.17,,,,
Fred McMath,-$67.17,,,,
FM-43802,-$378.42,,,,
Fred McMath,-$378.42,,,,
FO-143051,$903.31,,,,
Frank Olsen,$903.31,,,,
FO-143052,"$1,542.99",,,,
Frank Olsen,"$1,542.99",,,,
FO-143053,-$94.78,,,,
Frank Olsen,-$94.78,,,,
FO-143054,$215.60,,,,
Frank Olsen,$215.60,,,,
FO-43051,$42.75,,,,
Frank Olsen,$42.75,,,,
FO-43052,$413.89,,,,
Frank Olsen,$413.89,,,,
FP-143201,$817.30,,,,
Frank Preis,$817.30,,,,
FP-143202,-$372.00,,,,
Frank Preis,-$372.00,,,,
FP-143203,-$11.10,,,,
Frank Preis,-$11.10,,,,
FP-143204,$406.45,,,,
Frank Preis,$406.45,,,,
FP-43201,$13.23,,,,
Frank Preis,$13.23,,,,
FP-43202,$83.32,,,,
Frank Preis,$83.32,,,,
FW-143951,$588.28,,,,
Fred Wasserman,$588.28,,,,
FW-143952,$617.00,,,,
Fred Wasserman,$617.00,,,,
FW-143953,$423.00,,,,
Fred Wasserman,$423.00,,,,
FW-143954,$23.49,,,,
Fred Wasserman,$23.49,,,,
FW-43951,$149.31,,,,
Fred Wasserman,$149.31,,,,
FW-43952,-$117.28,,,,
Fred Wasserman,-$117.28,,,,
GA-145151,$560.42,,,,
George Ashbrook,$560.42,,,,
GA-145152,-$153.33,,,,
George Ashbrook,-$153.33,,,,
GA-145153,-$139.51,,,,
George Ashbrook,-$139.51,,,,
GA-145154,$840.90,,,,
George Ashbrook,$840.90,,,,
GA-147251,$725.34,,,,
Guy Armstrong,$725.34,,,,
GA-147252,$125.90,,,,
Guy Armstrong,$125.90,,,,
GA-147253,$24.32,,,,
Guy Armstrong,$24.32,,,,
GA-147254,$136.71,,,,
Guy Armstrong,$136.71,,,,
GA-45151,$72.24,,,,
George Ashbrook,$72.24,,,,
GA-45152,-$388.37,,,,
George Ashbrook,-$388.37,,,,
GA-47251,-$240.29,,,,
Guy Armstrong,-$240.29,,,,
GB-145301,$803.71,,,,
George Bell,$803.71,,,,
GB-145302,-$420.73,,,,
George Bell,-$420.73,,,,
GB-145303,$169.80,,,,
George Bell,$169.80,,,,
GB-145304,$7.84,,,,
George Bell,$7.84,,,,
GB-145751,$23.72,,,,
Giulietta Baptist,$23.72,,,,
GB-145752,$464.55,,,,
Giulietta Baptist,$464.55,,,,
GB-145753,-$3.10,,,,
Giulietta Baptist,-$3.10,,,,
GB-145754,"$1,135.84",,,,
Giulietta Baptist,"$1,135.84",,,,
GB-45301,$76.20,,,,
George Bell,$76.20,,,,
GB-45302,$5.28,,,,
George Bell,$5.28,,,,
GB-45303,$14.19,,,,
George Bell,$14.19,,,,
GB-45751,$176.22,,,,
Giulietta Baptist,$176.22,,,,
GB-45752,-$163.97,,,,
Giulietta Baptist,-$163.97,,,,
GD-145901,$973.57,,,,
Giulietta Dortch,$973.57,,,,
GD-145902,$132.03,,,,
Giulietta Dortch,$132.03,,,,
GD-145903,$489.98,,,,
Giulietta Dortch,$489.98,,,,
GD-145904,$230.94,,,,
Giulietta Dortch,$230.94,,,,
GD-45901,-$56.06,,,,
Giulietta Dortch,-$56.06,,,,
GD-45902,$117.69,,,,
Giulietta Dortch,$117.69,,,,
GG-146501,$364.17,,,,
Greg Guthrie,$364.17,,,,
GG-146502,"$1,318.70",,,,
Greg Guthrie,"$1,318.70",,,,
GG-146503,-$203.98,,,,
Greg Guthrie,-$203.98,,,,
GG-146504,$12.70,,,,
Greg Guthrie,$12.70,,,,
GG-46501,$10.38,,,,
Greg Guthrie,$10.38,,,,
GG-46502,$21.55,,,,
Greg Guthrie,$21.55,,,,
GH-144101,$277.34,,,,
Gary Hansen,$277.34,,,,
GH-144102,$934.53,,,,
Gary Hansen,$934.53,,,,
GH-144103,-$587.57,,,,
Gary Hansen,-$587.57,,,,
GH-144104,-$576.83,,,,
Gary Hansen,-$576.83,,,,
GH-144251,"$1,788.19",,,,
Gary Hwang,"$1,788.19",,,,
GH-144252,$564.64,,,,
Gary Hwang,$564.64,,,,
GH-144253,-$154.02,,,,
Gary Hwang,-$154.02,,,,
GH-144254,"$1,176.42",,,,
Gary Hwang,"$1,176.42",,,,
GH-144851,"$1,170.21",,,,
Gene Hale,"$1,170.21",,,,
GH-144852,$741.38,,,,
Gene Hale,$741.38,,,,
GH-144853,$384.61,,,,
Gene Hale,$384.61,,,,
GH-144854,-$95.45,,,,
Gene Hale,-$95.45,,,,
GH-146651,$976.23,,,,
Greg Hansen,$976.23,,,,
GH-146652,$892.09,,,,
Greg Hansen,$892.09,,,,
GH-146653,$15.43,,,,
Greg Hansen,$15.43,,,,
GH-146654,-$5.81,,,,
Greg Hansen,-$5.81,,,,
GH-44101,$404.73,,,,
Gary Hansen,$404.73,,,,
GH-44102,$161.61,,,,
Gary Hansen,$161.61,,,,
GH-44251,$382.27,,,,
Gary Hwang,$382.27,,,,
GH-44252,$1.26,,,,
Gary Hwang,$1.26,,,,
GH-44253,$149.36,,,,
Gary Hwang,$149.36,,,,
GH-44851,$27.82,,,,
Gene Hale,$27.82,,,,
GH-44852,$67.38,,,,
Gene Hale,$67.38,,,,
GH-46651,$77.42,,,,
Greg Hansen,$77.42,,,,
GH-46652,$9.24,,,,
Greg Hansen,$9.24,,,,
GH-46653,-$379.93,,,,
Greg Hansen,-$379.93,,,,
GK-146201,"$1,029.61",,,,
Grace Kelly,"$1,029.61",,,,
GK-146202,"$1,147.65",,,,
Grace Kelly,"$1,147.65",,,,
GK-146203,-$14.65,,,,
Grace Kelly,-$14.65,,,,
GK-146204,"$1,448.55",,,,
Grace Kelly,"$1,448.55",,,,
GK-46201,-$165.49,,,,
Grace Kelly,-$165.49,,,,
GK-46202,$49.62,,,,
Grace Kelly,$49.62,,,,
GM-144401,"$1,240.38",,,,
Gary McGarr,"$1,240.38",,,,
GM-144402,-$837.75,,,,
Gary McGarr,-$837.75,,,,
GM-144403,$681.38,,,,
Gary McGarr,$681.38,,,,
GM-144404,$347.27,,,,
Gary McGarr,$347.27,,,,
GM-144551,"$1,862.87",,,,
Gary Mitchum,"$1,862.87",,,,
GM-144552,$423.26,,,,
Gary Mitchum,$423.26,,,,
GM-144553,$26.82,,,,
Gary Mitchum,$26.82,,,,
GM-144554,$793.28,,,,
Gary Mitchum,$793.28,,,,
GM-145001,$107.40,,,,
Gene McClure,$107.40,,,,
GM-145002,$29.61,,,,
Gene McClure,$29.61,,,,
GM-145003,-$46.90,,,,
Gene McClure,-$46.90,,,,
GM-145004,$441.32,,,,
Gene McClure,$441.32,,,,
GM-146801,$472.77,,,,
Greg Matthias,$472.77,,,,
GM-146802,"-$2,162.06",,,,
Greg Matthias,"-$2,162.06",,,,
GM-146803,-$151.02,,,,
Greg Matthias,-$151.02,,,,
GM-146804,$35.49,,,,
Greg Matthias,$35.49,,,,
GM-146951,$739.85,,,,
Greg Maxwell,$739.85,,,,
GM-146952,"-$1,107.82",,,,
Greg Maxwell,"-$1,107.82",,,,
GM-146953,$107.96,,,,
Greg Maxwell,$107.96,,,,
GM-146954,$188.72,,,,
Greg Maxwell,$188.72,,,,
GM-44401,$180.61,,,,
Gary McGarr,$180.61,,,,
GM-44402,$53.13,,,,
Gary McGarr,$53.13,,,,
GM-44551,$95.16,,,,
Gary Mitchum,$95.16,,,,
GM-44552,-$329.28,,,,
Gary Mitchum,-$329.28,,,,
GM-45001,$919.02,,,,
Gene McClure,$919.02,,,,
GM-45002,$102.81,,,,
Gene McClure,$102.81,,,,
GM-46801,$166.05,,,,
Greg Matthias,$166.05,,,,
GM-46802,$300.85,,,,
Greg Matthias,$300.85,,,,
GM-46951,$90.24,,,,
Greg Maxwell,$90.24,,,,
GM-46952,-$30.32,,,,
Greg Maxwell,-$30.32,,,,
GP-147401,-$38.93,,,,
Guy Phonely,-$38.93,,,,
GP-147402,$172.09,,,,
Guy Phonely,$172.09,,,,
GP-147403,$212.68,,,,
Guy Phonely,$212.68,,,,
GP-147404,$31.84,,,,
Guy Phonely,$31.84,,,,
GP-47401,$985.95,,,,
Guy Phonely,$985.95,,,,
GP-47402,-$113.52,,,,
Guy Phonely,-$113.52,,,,
GR-145601,$188.52,,,,
Georgia Rosenberg,$188.52,,,,
GR-145602,$249.24,,,,
Georgia Rosenberg,$249.24,,,,
GR-145603,$233.40,,,,
Georgia Rosenberg,$233.40,,,,
GR-145604,$359.83,,,,
Georgia Rosenberg,$359.83,,,,
GR-45601,-$376.20,,,,
Georgia Rosenberg,-$376.20,,,,
GR-45602,-$158.51,,,,
Georgia Rosenberg,-$158.51,,,,
GT-146351,-$579.82,,,,
Grant Thornton,-$579.82,,,,
GT-146352,$558.36,,,,
Grant Thornton,$558.36,,,,
GT-146353,$340.03,,,,
Grant Thornton,$340.03,,,,
GT-146354,"-$4,108.66",,,,
Grant Thornton,"-$4,108.66",,,,
GT-147101,$53.57,,,,
Greg Tran,$53.57,,,,
GT-147102,"$1,111.01",,,,
Greg Tran,"$1,111.01",,,,
GT-147103,"$1,836.84",,,,
Greg Tran,"$1,836.84",,,,
GT-147104,"$2,163.43",,,,
Greg Tran,"$2,163.43",,,,
GT-147551,$334.24,,,,
Guy Thornton,$334.24,,,,
GT-147552,$342.28,,,,
Guy Thornton,$342.28,,,,
GT-147553,-$77.05,,,,
Guy Thornton,-$77.05,,,,
GT-147554,-$6.14,,,,
Guy Thornton,-$6.14,,,,
GT-46351,$247.59,,,,
Grant Thornton,$247.59,,,,
GT-46352,-$35.43,,,,
Grant Thornton,-$35.43,,,,
GT-47101,-$235.90,,,,
Greg Tran,-$235.90,,,,
GT-47102,$285.18,,,,
Greg Tran,$285.18,,,,
GT-47551,$251.43,,,,
Guy Thornton,$251.43,,,,
GT-47552,$89.55,,,,
Guy Thornton,$89.55,,,,
GT-47553,-$150.13,,,,
Guy Thornton,-$150.13,,,,
GW-146051,$844.52,,,,
Giulietta Weimer,$844.52,,,,
GW-146052,$289.14,,,,
Giulietta Weimer,$289.14,,,,
GW-146053,$69.61,,,,
Giulietta Weimer,$69.61,,,,
GW-146054,-$268.54,,,,
Giulietta Weimer,-$268.54,,,,
GW-46051,-$48.86,,,,
Giulietta Weimer,-$48.86,,,,
GW-46052,$313.20,,,,
Giulietta Weimer,$313.20,,,,
GZ-144701,$679.80,,,,
Gary Zandusky,$679.80,,,,
GZ-144702,"$1,355.54",,,,
Gary Zandusky,"$1,355.54",,,,
GZ-144703,-$237.10,,,,
Gary Zandusky,-$237.10,,,,
GZ-144704,"$1,087.75",,,,
Gary Zandusky,"$1,087.75",,,,
GZ-145451,$302.55,,,,
George Zrebassa,$302.55,,,,
GZ-145452,$708.77,,,,
George Zrebassa,$708.77,,,,
GZ-145453,$805.32,,,,
George Zrebassa,$805.32,,,,
GZ-145454,$828.66,,,,
George Zrebassa,$828.66,,,,
GZ-44701,$637.95,,,,
Gary Zandusky,$637.95,,,,
GZ-44702,$19.50,,,,
Gary Zandusky,$19.50,,,,
GZ-44703,$199.00,,,,
Gary Zandusky,$199.00,,,,
GZ-45451,-$89.84,,,,
George Zrebassa,-$89.84,,,,
GZ-45452,$2.82,,,,
George Zrebassa,$2.82,,,,
GZ-45453,"$1,547.32",,,,
George Zrebassa,"$1,547.32",,,,
HA-149051,"-$1,086.93",,,,
Helen Abelman,"-$1,086.93",,,,
HA-149052,$824.61,,,,
Helen Abelman,$824.61,,,,
HA-149053,-$534.61,,,,
Helen Abelman,-$534.61,,,,
HA-149054,$270.86,,,,
Helen Abelman,$270.86,,,,
HA-149201,$353.83,,,,
Helen Andreada,$353.83,,,,
HA-149202,$336.31,,,,
Helen Andreada,$336.31,,,,
HA-149203,$668.08,,,,
Helen Andreada,$668.08,,,,
HA-149204,$99.14,,,,
Helen Andreada,$99.14,,,,
HA-49051,$17.52,,,,
Helen Abelman,$17.52,,,,
HA-49052,-$253.15,,,,
Helen Abelman,-$253.15,,,,
HA-49201,$36.45,,,,
Helen Andreada,$36.45,,,,
HA-49202,$67.34,,,,
Helen Andreada,$67.34,,,,
HD-147851,"$2,700.28",,,,
Harold Dahlen,"$2,700.28",,,,
HD-147852,$479.58,,,,
Harold Dahlen,$479.58,,,,
HD-147853,"-$1,240.85",,,,
Harold Dahlen,"-$1,240.85",,,,
HD-147854,-$135.88,,,,
Harold Dahlen,-$135.88,,,,
HD-47851,$822.53,,,,
Harold Dahlen,$822.53,,,,
HD-47852,$5.52,,,,
Harold Dahlen,$5.52,,,,
HE-148001,$1.58,,,,
Harold Engle,$1.58,,,,
HE-148002,$948.48,,,,
Harold Engle,$948.48,,,,
HE-148003,$345.68,,,,
Harold Engle,$345.68,,,,
HE-148004,$274.40,,,,
Harold Engle,$274.40,,,,
HE-48001,-$61.73,,,,
Harold Engle,-$61.73,,,,
HE-48002,$202.02,,,,
Harold Engle,$202.02,,,,
HF-149951,$181.28,,,,
Herbert Flentye,$181.28,,,,
HF-149952,-$722.09,,,,
Herbert Flentye,-$722.09,,,,
HF-149953,$79.81,,,,
Herbert Flentye,$79.81,,,,
HF-149954,-$13.88,,,,
Herbert Flentye,-$13.88,,,,
HF-49951,$394.83,,,,
Herbert Flentye,$394.83,,,,
HF-49952,-$573.09,,,,
Herbert Flentye,-$573.09,,,,
HG-148451,$795.89,,,,
Harry Greene,$795.89,,,,
HG-148452,"-$1,698.87",,,,
Harry Greene,"-$1,698.87",,,,
HG-148453,-$68.04,,,,
Harry Greene,-$68.04,,,,
HG-148454,$147.00,,,,
Harry Greene,$147.00,,,,
HG-149651,$459.67,,,,
Henry Goldwyn,$459.67,,,,
HG-149652,$301.51,,,,
Henry Goldwyn,$301.51,,,,
HG-149653,$429.53,,,,
Henry Goldwyn,$429.53,,,,
HG-149654,"-$2,797.96",,,,
Henry Goldwyn,"-$2,797.96",,,,
HG-150251,-$447.03,,,,
Hunter Glantz,-$447.03,,,,
HG-150252,$493.30,,,,
Hunter Glantz,$493.30,,,,
HG-150253,$506.77,,,,
Hunter Glantz,$506.77,,,,
HG-150254,$804.61,,,,
Hunter Glantz,$804.61,,,,
HG-48451,$290.46,,,,
Harry Greene,$290.46,,,,
HG-48452,$242.06,,,,
Harry Greene,$242.06,,,,
HG-49651,-$80.49,,,,
Henry Goldwyn,-$80.49,,,,
HG-49652,$108.36,,,,
Henry Goldwyn,$108.36,,,,
HG-49653,-$18.13,,,,
Henry Goldwyn,-$18.13,,,,
HG-50251,$119.80,,,,
Hunter Glantz,$119.80,,,,
HG-50252,$55.47,,,,
Hunter Glantz,$55.47,,,,
HH-150101,$795.19,,,,
Hilary Holden,$795.19,,,,
HH-150102,$829.97,,,,
Hilary Holden,$829.97,,,,
HH-150103,$397.42,,,,
Hilary Holden,$397.42,,,,
HH-150104,$86.73,,,,
Hilary Holden,$86.73,,,,
HH-50101,$305.52,,,,
Hilary Holden,$305.52,,,,
HH-50102,$17.49,,,,
